 00:24:19, The quote-and-quote developed world checks in a lot more,, Question, 0.0,  pan,  0.02504
 00:24:23, and you can see hot spots in US, Japan,, Sensemaking, 0.25,  clear,  0.00013
 00:24:23, so let’s just look at the US,that’s where I know, , Exploration, 0.0,  pan,  0.00013
 00:24:23, I wish I would get an overlay of Google maps, to see the interstates,, Interface-feedback, 0.0,  zoom,  0.00013
 00:24:27, I’m guessing those are interstate patterns., Question, 0.0,  pan,  0.00133
 00:24:27, Then you see the obvious DC, LA, SF, Portland, Seattle, Chicago, and all these other states we don’t talk about that much., Question, 0.25,  zoom,  0.00013
 00:24:36, So first thing I probably wanna know in the US is New York vs. LA., Question, 0.0,  pan,  0.00093
 00:24:36, So looks like that’s pretty big fraction for New York, , Sensemaking, 0.0,  zoom,  0.00013
 00:25:07, what fraction is that?, Question , 0.0,  pan,  0.04704
 00:25:07, My first question would be: where is this startup based? , Question, 0.0,  zoom,  0.00013
 00:25:11, And based on this, I would want to know, what’s the most popular city. , Question, 0.0,  pan,  0.00013
 00:25:46,  So I rather want to see where the top 30 travelers check in, rather than the bounding box. , Exploration, 0.0,  range select,  0.00027
 00:25:49, I wanna roll up everything here, I don’t want the breakdowns,, Interface-feedback, 0.0,  clear,  0.00013
 00:25:59, And I can’t mouse over this (the histogram).., Interface-feedback, 0.0,  range select,  0.00106
 00:26:25, what is this like? 10K a day?, Sensemaking, 0.0,  pan,  0.00013
 00:26:25, That’s smaller? looks like that’s smaller. , Sensemaking, 0.0,  zoom,  0.00013
 00:26:27, I want to do zoom into the web pages in Chrome, Interface-feedback, 0.0,  pan,  0.00119
 00:26:46, So it’s like 20% of this guy, and I guess I should take a screenshot., Sensemaking, 0.0,  range select,  0.02703
 00:26:48, It looks like it’s more than 50% of that guy,, Sensemaking, 0.0,  pan,  0.00080
 00:27:02, so it looks like I’m guessing that there’s like 80% more checkins in LA area, , Sensemaking, 1.0,  range select,  0.00186
 00:27:04, so that means I’ll guess the startup is based in LA. 
, Sensemaking, 1.0,  pan,  0.00159
 00:27:12, so that means I’ll guess the startup is based in LA. 
, Sensemaking, 1.0,  range select,  0.00186
 00:27:12, so that means I’ll guess the startup is based in LA. 
, Sensemaking, 1.0,  pan,  0.00013
 00:27:12, so that means I’ll guess the startup is based in LA. 
, Sensemaking, 1.0,  zoom,  0.00013
 00:27:15, Oh, I guess I didn’t do SF., Exploration, 0.0,  pan,  0.00013
 00:27:15, SF is where it can be useful, right?, Question, 0.0,  zoom,  0.00013
 00:27:25, Look at how many people?, Question, 0.0,  pan,  0.00013
 00:27:38,  So more checkins in LA,, Sensemaking, 1.0,  range select,  0.00252
 00:27:42,  So more checkins in LA,, Sensemaking, 1.0,  pan,  0.00769
 00:28:20, but I guess it’s disproportionate, ‘cause LA is a lot bigger, , Sensemaking, 0.5,  range select,  0.00318
 00:28:20, SF has a decent amount of checkins, , Sensemaking, 0.25,  clear,  0.00013
 00:28:25, so it also could be the area., Sensemaking, 0.0,  brush,  0.00027
 00:28:25, sorry about that, just more popular in LA. 
, Sensemaking, 1.0,  clear,  0.00013
 00:28:25, I guess I could also use aggregate on the coast., Question, 0.0,  brush,  0.00080
 00:28:26, Just compare west coast…. that’s about 20K (in the month histogram),, Exploration, 0.0,  clear,  0.00013
 00:28:26, versus east coast, that should pretty match, which is interesting., Exploration, 0.0,  brush,  0.00106
 00:28:26,  didn’t do the midwest, it doesn’t look like, there’s not much activity., Sensemaking, 0.25,  clear,  0.00013
 00:28:26,  didn’t do the midwest, it doesn’t look like, there’s not much activity., Sensemaking, 0.25,  brush,  0.00040
 00:28:26,  didn’t do the midwest, it doesn’t look like, there’s not much activity., Sensemaking, 0.25,  clear,  0.00013
 00:28:26,  didn’t do the midwest, it doesn’t look like, there’s not much activity., Sensemaking, 0.25,  brush,  0.00040
 00:28:29,  didn’t do the midwest, it doesn’t look like, there’s not much activity., Sensemaking, 0.25,  clear,  0.00013
 00:29:00, I guess I can zoom in to LA, but can’t see what these cities are. , Question, 0.0,  range select,  0.01166
 00:29:00, I want to be able to see where the checkins are in LA. , Question, 0.0,  pan,  0.00013
 00:29:00, I want to be able to see where the checkins are in LA. , Question, 0.0,  zoom,  0.00013
 00:29:04, I want to be able to see where the checkins are in LA. , Question, 0.0,  pan,  0.00504
 00:29:15, 50 a day…, Sensemaking, 0.0,  range select,  0.00424
 00:29:16, 50 a day…, Sensemaking, 0.0,  clear,  0.00013
 00:29:17, 50 a day…, Sensemaking, 0.0,  brush,  0.00013
 00:29:36, Northwest…. looks like… this… I could do that too., Exploration, 0.0,  range select,  0.00901
 00:29:37, This is the max zoom, if I do a square in the max zoom, 200 checkins a day, , Sensemaking, 0.25,  clear,  0.00013
 00:29:43, let me go to SF… max zoom, square… 400 a day also. , Exploration, 0.0,  range select,  0.00225
 00:29:45, let me go to SF… max zoom, square… 400 a day also. , Exploration, 0.0,  clear,  0.00013
 00:29:48, let me go to SF… max zoom, square… 400 a day also. , Exploration, 0.0,  range select,  0.00292
 00:29:48, let me go to SF… max zoom, square… 400 a day also. , Exploration, 0.0,  clear,  0.00013
 00:29:49, let me go to SF… max zoom, square… 400 a day also. , Exploration, 0.0,  brush,  0.00027
 00:29:53, that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. , Exploration, 0.0,  clear,  0.00013
 00:29:53, that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. , Exploration, 0.0,  pan,  0.00013
 00:29:53, that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. , Exploration, 0.0,  zoom,  0.00013
 00:29:55, that’s Manhattan, max zoom, … oh I understand, it’s actually slightly less than 400. , Exploration, 0.0,  pan,  0.00013
