00:00:00,"most checkins come from the USA and Europe.",Sensemaking,0.25,brush,0.00977
00:00:00,"most checkins come from the USA and Europe.",Sensemaking,0.25,clear,0.00039
00:00:01,"most checkins come from the USA and Europe.",Sensemaking,0.25,brush,0.00078
00:00:07,"And it feels like, just in terms of like, even like a per-country kind of density, it's ... I mean per-city density also seems pretty high both in US and Europe.",Sensemaking,0.25,clear,0.00039
00:00:08,"And it feels like, just in terms of like, even like a per-country kind of density, it's ... I mean per-city density also seems pretty high both in US and Europe.",Sensemaking,0.25,brush,0.00156
00:00:08,"And it feels like, just in terms of like, even like a per-country kind of density, it's ... I mean per-city density also seems pretty high both in US and Europe.",Sensemaking,0.25,clear,0.00039
00:00:08,"And it feels like, just in terms of like, even like a per-country kind of density, it's ... I mean per-city density also seems pretty high both in US and Europe.",Sensemaking,0.25,brush,0.00039
00:00:11,"Yeah that's pretty consistent across Europe.",Sensemaking,0.25,clear,0.00039
00:00:26,"Yeah that's pretty consistent across Europe.",Sensemaking,0.25,pan,0.04141
00:00:26,"Yeah that's pretty consistent across Europe.",Sensemaking,0.25,clear,0.00039
00:00:26,"Yeah that's pretty consistent across Europe.",Sensemaking,0.25,brush,0.00078
00:00:29,"So you know for example Paris, like so, you know, this is consistent with my hypothesis that Budapest and Paris, all the big cities, you can see the most amount of checkins here.",Sensemaking,0.25,clear,0.00039
00:00:38,"Also say in Finland, I can't read this thing well, but I'm sure it's an important city.",Sensemaking,0.0,pan,0.01016
00:00:38,"Also say in Finland, I can't read this thing well, but I'm sure it's an important city.",Sensemaking,0.0,zoom,0.00039
00:00:39,"Also say in Finland, I can't read this thing well, but I'm sure it's an important city.",Sensemaking,0.0,pan,0.00039
00:00:39,"Also say in Finland, I can't read this thing well, but I'm sure it's an important city.",Sensemaking,0.0,zoom,0.00039
00:00:40,"Also say in Finland, I can't read this thing well, but I'm sure it's an important city.",Sensemaking,0.0,pan,0.00039
00:00:40,"Also say in Finland, I can't read this thing well, but I'm sure it's an important city.",Sensemaking,0.0,zoom,0.00039
00:00:55,"I'm not surprised in the US, I bet you these are all the major cities, all the dots are all the major cities right here. ",Sensemaking,0.5,pan,0.02109
00:00:55,"I'm not surprised in the US, I bet you these are all the major cities, all the dots are all the major cities right here. ",Sensemaking,0.5,zoom,0.00039
00:01:00,"I'm not surprised in the US, I bet you these are all the major cities, all the dots are all the major cities right here. ",Sensemaking,0.5,pan,0.00391
00:01:00,"I'm not surprised in the US, I bet you these are all the major cities, all the dots are all the major cities right here. ",Sensemaking,0.5,zoom,0.00039
00:01:01,"Yeah so San Francisco Bay Area, New York, and all of those, Boston and all. All the central cities,",Sensemaking,0.25,pan,0.00039
00:01:01,"Yeah so San Francisco Bay Area, New York, and all of those, Boston and all. All the central cities,",Sensemaking,0.25,zoom,0.00039
00:01:04,"Yeah so San Francisco Bay Area, New York, and all of those, Boston and all. All the central cities,",Sensemaking,0.25,pan,0.00469
00:01:05,"Yeah so San Francisco Bay Area, New York, and all of those, Boston and all. All the central cities,",Sensemaking,0.25,clear,0.00039
00:01:10,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00195
00:01:10,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:10,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00039
00:01:10,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:12,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00469
00:01:13,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,clear,0.00039
00:01:13,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00039
00:01:13,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:14,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00039
00:01:14,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:17,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00586
00:01:17,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:18,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00039
00:01:18,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:25,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00625
00:01:27,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,clear,0.00039
00:01:27,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00039
00:01:27,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:28,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00039
00:01:28,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:29,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,pan,0.00039
00:01:29,"you can see like, not only around cities, but you can see along the road ways the checkins. ",Sensemaking,0.0,zoom,0.00039
00:01:34,"Some people are texting while driving, that's not good.",Question,0.0,pan,0.00586
00:01:34,"I bet you all these things correspond to roads.",None,0.0,zoom,0.00039
00:01:36,"I bet you all these things correspond to roads.",None,0.0,pan,0.00039
00:01:36,"I bet you all these things correspond to roads.",None,0.0,zoom,0.00039
00:01:39,"I bet you all these things correspond to roads.",None,0.0,pan,0.00664
00:01:39,"I bet you all these things correspond to roads.",None,0.0,zoom,0.00039
00:01:40,"I bet you all these things correspond to roads.",None,0.0,pan,0.00039
00:01:40,"I bet you all these things correspond to roads.",None,0.0,zoom,0.00039
00:01:45,"These are major highways, interstate I'm sure. ",Question,0.0,pan,0.00039
00:01:45,"These are major highways, interstate I'm sure. ",Question,0.0,zoom,0.00039
00:01:50,"oh also in Asia Pacific, in Japan I think they are big in Japan. ",Sensemaking,0.25,pan,0.00039
00:01:50,"oh also in Asia Pacific, in Japan I think they are big in Japan. ",Sensemaking,0.25,zoom,0.00039
00:01:51,"oh also in Asia Pacific, in Japan I think they are big in Japan. ",Sensemaking,0.25,pan,0.00039
00:01:51,"oh also in Asia Pacific, in Japan I think they are big in Japan. ",Sensemaking,0.25,zoom,0.00039
00:02:00,"Yeah mainland China. I'm actually surprised that there's actually some Chinese users.",Sensemaking,0.25,pan,0.00313
