Time, Proposition, State,action,reward,visualization,subtask
If you take user 8483, he rarely travels.,00:00:00,(Question+undefined),clear,0.0,undefined,1
If you take user 8483, he rarely travels.,00:00:00,(Question+bar-5),brush,0.0,bar-5,1
If you take user 8483, he rarely travels.,00:00:00,(Question+bar-5),brush,0.0,bar-5,1
If you take user 8483, he rarely travels.,00:00:00,(Question+bar-5),brush,0.0,bar-5,1
If you take user 8483, he rarely travels.,00:00:01,(Question+bar-5),range select,0.0,bar-5,1
If you take user 8483, he rarely travels.,00:00:15,(Question+bar-5),range select,0.0,bar-5,1
He’s in China and Japan, California, Mexico, that’s it, and Australia - he goes to Sydney.,00:00:17,(Sensemaking+bar-5),range select,0.25,bar-5,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:25,(Sensemaking+log scale),repaintBg,0.0,log scale,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:25,(Sensemaking+log scale),repaintFg,0.0,log scale,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:32,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:33,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
I guess he just checks in one place, in very few places, actually he goes to Alaska as well.,00:00:33,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,1
This is surprising, I thought the guy in the top will be checking in like crazy, but he’s checking in only at a few places. ,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:49,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:50,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:51,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:53,(Question+undefined),clear,0.0,undefined,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:53,(Question+bar-5),brush,0.0,bar-5,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:53,(Question+bar-5),brush,0.0,bar-5,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:54,(Question+bar-5),brush,0.0,bar-5,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:54,(Question+bar-5),range select,0.0,bar-5,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:57,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
so this guy travels a lot but he doesn’t… he travels far but he doesn’t travel a lot.,00:00:58,(Question+geo-0-1),pan,0.0,geo-0-1,1
