00:31:49,"so maybe these guys are taking a lot of cruises or something.",Question,0.0,brush,0.00034
00:31:52,"Lots of trip.",Sensemaking,0.25,clear,0.00034
00:31:58,"Lots of trip.",Sensemaking,0.25,brush,0.01949
00:31:58,"Lots of trip.",Sensemaking,0.25,clear,0.00034
00:32:07,"So we're only showing data for the top 30 travelers, or we are showing all data? ",Question,0.0,brush,0.03317
00:32:08," user 8483 the top traveler, does almost all his or her traveling in the winter. ",Sensemaking,0.25,clear,0.00034
00:32:36,"And the next one is more evenly distributed.",Sensemaking,0.0,brush,0.00855
00:32:37,"And the next one is more evenly distributed.",Sensemaking,0.0,clear,0.00034
00:32:52,"And the top traveler seems to be quite ... quite well traveled in Asia and North America.",Sensemaking,0.25,brush,0.00274
00:32:52,"The next one (u69) in Europe and North America.",Sensemaking,0.25,clear,0.00034
00:32:54,"The next one (u69) in Europe and North America.",Sensemaking,0.25,brush,0.00923
00:32:54,"The next one (u69) in Europe and North America.",Sensemaking,0.25,clear,0.00034
00:32:54,"The next one (u69) in Europe and North America.",Sensemaking,0.25,brush,0.00171
00:32:57,"The next one (u69) in Europe and North America.",Sensemaking,0.25,clear,0.00034
00:32:57,"The next one (u69) in Europe and North America.",Sensemaking,0.25,brush,0.00034
00:32:57,"The next one (u69) in Europe and North America.",Sensemaking,0.25,clear,0.00034
00:32:57,"The next one (u69) in Europe and North America.",Sensemaking,0.25,brush,0.00034
00:33:46,"So these top travelers, there's another one with Asia, North America, a little bit of Europe. ",Sensemaking,0.25,range select,0.00068
00:33:47,"So I try to look at September, am I allowed to do multiple selection thing like this? ",Interface-feedback,0.0,clear,0.00034
00:34:11,"So I try to look at September, am I allowed to do multiple selection thing like this? ",Interface-feedback,0.0,brush,0.00752
00:35:45,"so September ... so these guys, these top travelers, they don't take cruises, or whatever is happening here.  ",Sensemaking,0.0,range select,0.01163
00:35:46,"Now I'm interested in where do people tend to travel or check in the most.",Question,0.0,clear,0.00034
00:35:46,"Now I'm interested in where do people tend to travel or check in the most.",Question,0.0,brush,0.00068
00:35:46,"Now I'm interested in where do people tend to travel or check in the most.",Question,0.0,clear,0.00034
00:35:46,"Now I'm interested in where do people tend to travel or check in the most.",Question,0.0,brush,0.00308
00:35:46,"Now I'm interested in where do people tend to travel or check in the most.",Question,0.0,clear,0.00034
00:35:47,"Now I'm interested in where do people tend to travel or check in the most.",Question,0.0,brush,0.00479
00:36:47,"Not surprisingly, places where you can check in will be Europe and United States and more developed parts of Asia, Australia,",Sensemaking,1.0,range select,0.01915
00:36:48,"Not surprisingly, places where you can check in will be Europe and United States and more developed parts of Asia, Australia,",Sensemaking,1.0,clear,0.00034
00:36:49,"Not surprisingly, places where you can check in will be Europe and United States and more developed parts of Asia, Australia,",Sensemaking,1.0,brush,0.00034
00:36:53,"that obviously make sense because that's where the technologies will enable you to check in, currently.",Sensemaking,0.0,clear,0.00034
00:37:05,"So let's look at Iceland.",Question,0.0,range select,0.02599
00:37:05,"So let's look at Iceland.",Question,0.0,pan,0.00034
00:37:05,"So let's look at Iceland.",Question,0.0,zoom,0.00034
00:37:11,"Iceland is awesome, I've been there and I just enjoyed it immensely and I'll go back in a heart beat. ",Sensemaking,0.0,pan,0.00034
00:37:11,"Iceland is awesome, I've been there and I just enjoyed it immensely and I'll go back in a heart beat. ",Sensemaking,0.0,zoom,0.00034
00:37:22,"OK, this guy (u677), went to Iceland. ",Sensemaking,0.25,pan,0.02326
00:37:34,"Let's see, this is number of checkins, OK, could be just one trip and he just checked in to where he went.So 2.7 thousand, (investigator: no that's just 2.7) 2.7, got it.",Sensemaking,0.0,clear,0.00034
00:37:35,"so just a couple of dabblers in Iceland.",Sensemaking,0.0,brush,0.00410
00:37:44,"so just a couple of dabblers in Iceland.",Sensemaking,0.0,clear,0.00034
00:37:44,"so just a couple of dabblers in Iceland.",Sensemaking,0.0,brush,0.00034
00:37:44,"so just a couple of dabblers in Iceland.",Sensemaking,0.0,clear,0.00034
00:37:44,"so just a couple of dabblers in Iceland.",Sensemaking,0.0,brush,0.00068
00:38:02,"And it's kind of interesting, that we have people checking in in Iceland, all throughout the year. ",Sensemaking,0.25,clear,0.00034
00:38:52,"You might think that it would just be like a peak season thing 'cause it is really really cold there.",Sensemaking,0.5,range select,0.01334
00:38:57,"Let's see, how about Hawaii?",Question,0.0,clear,0.00034
00:39:18,"kind of a jump in September, the visits to Hawaii.",Sensemaking,0.25,range select,0.01300
00:39:19,"Alright now let's take a look at some of these, let's look at winter",Question,0.0,clear,0.00034
00:39:19,"Alright now let's take a look at some of these, let's look at winter",Question,0.0,brush,0.00034
00:39:23,"Alright now let's take a look at some of these, let's look at winter",Question,0.0,clear,0.00034
